,Area,Smart Phone,Multiple Devices,Wifi,Electricity Problem,Online/Offline
4338,Town,yes,yes,no,no,Offline
4339,Village,no,no,no,yes,Online
4340,Town,yes,no,yes,no,Online
4341,Village,no,no,no,yes,Online
4342,Town,no,no,no,no,Offline
4343,Town,no,no,yes,yes,Online
4344,Town,no,yes,no,yes,Online
4345,Town,yes,no,yes,yes,Offline
4346,Village,yes,yes,no,no,Online
4347,Village,no,yes,yes,no,Offline
4348,Town,no,yes,yes,yes,Online
4349,Village,no,no,yes,no,Offline
4350,Town,yes,no,no,yes,Online
4351,Village,no,no,no,no,Online
4352,Village,no,yes,no,yes,Online
4353,Village,yes,yes,yes,yes,Online
4354,Village,yes,yes,no,yes,Offline
4355,Town,no,yes,yes,no,Online
4356,Village,yes,yes,yes,no,Online
4357,Town,yes,no,yes,no,Online
4358,Town,yes,yes,yes,yes,Offline
4359,Village,yes,yes,no,no,Online
4360,Town,no,no,yes,yes,Offline
4361,Town,no,yes,no,yes,Online
4362,Town,yes,yes,no,no,Offline
4363,Town,yes,no,no,no,Online
4364,Village,yes,no,yes,no,Online
4365,Village,no,no,no,yes,Offline
4366,Village,yes,no,no,no,Offline
4367,Town,no,no,yes,yes,Offline
4368,Town,yes,no,no,yes,Online
4369,Town,yes,yes,yes,no,Offline
4370,Town,no,no,no,yes,Online
4371,Town,yes,no,yes,yes,Offline
4372,Village,no,yes,yes,yes,Online
4373,Village,yes,yes,yes,no,Online
4374,Village,yes,yes,no,no,Online
4375,Village,no,no,no,no,Offline
4376,Town,yes,no,no,yes,Online
4377,Village,no,yes,no,no,Online
4378,Village,yes,yes,no,yes,Offline
4379,Town,yes,yes,no,yes,Offline
4380,Village,no,no,no,no,Online
4381,Village,no,no,no,no,Offline
4382,Town,no,yes,no,no,Online
4383,Town,yes,yes,no,no,Offline
4384,Town,no,no,yes,no,Offline
4385,Village,yes,yes,no,no,Offline
4386,Town,yes,no,no,yes,Online
4387,Village,no,yes,no,yes,Offline
4388,Town,no,yes,no,no,Offline
4389,Town,yes,yes,no,no,Offline
4390,Village,no,yes,no,no,Offline
4391,Village,yes,yes,yes,no,Online
4392,Village,no,yes,no,no,Offline
4393,Town,no,no,yes,yes,Online
4394,Town,yes,yes,no,no,Offline
4395,Town,no,yes,yes,yes,Offline
4396,Town,no,no,yes,yes,Online
4397,Town,no,no,no,yes,Offline
4398,Town,yes,no,no,no,Offline
4399,Town,yes,yes,no,no,Offline
4400,Town,yes,yes,no,yes,Offline
4401,Town,yes,no,no,yes,Online
4402,Town,no,no,no,yes,Online
4403,Town,yes,yes,no,no,Online
4404,Town,yes,yes,no,yes,Online
4405,Town,yes,yes,no,yes,Offline
4406,Village,yes,no,yes,no,Offline
4407,Town,no,yes,yes,yes,Online
4408,Town,yes,yes,yes,yes,Offline
4409,Town,no,no,no,no,Offline
4410,Village,yes,no,no,yes,Offline
4411,Village,no,yes,yes,no,Online
4412,Village,no,no,no,yes,Online
4413,Village,yes,yes,yes,no,Offline
4414,Town,no,no,yes,yes,Offline
4415,Town,no,no,no,yes,Online
4416,Village,yes,yes,no,no,Online
4417,Village,no,yes,no,no,Offline
4418,Town,yes,yes,yes,no,Offline
4419,Village,yes,no,no,no,Online
4420,Town,no,yes,yes,no,Offline
4421,Town,no,yes,no,no,Offline
4422,Village,yes,no,no,yes,Online
4423,Village,no,no,no,no,Offline
4424,Town,yes,no,yes,yes,Offline
4425,Town,no,no,yes,yes,Offline
4426,Town,no,yes,yes,yes,Offline
4427,Town,yes,no,yes,yes,Online
4428,Town,no,no,no,yes,Offline
4429,Village,yes,yes,yes,yes,Online
4430,Village,no,no,no,no,Online
4431,Town,no,no,yes,yes,Online
4432,Village,yes,no,no,yes,Online
4433,Town,no,yes,no,yes,Online
4434,Village,yes,no,yes,yes,Offline
4435,Town,no,yes,no,no,Offline
4436,Village,no,yes,yes,no,Offline
4437,Town,yes,no,no,yes,Online
4438,Village,yes,no,no,no,Online
4439,Village,no,no,yes,yes,Offline
4440,Village,no,yes,yes,no,Offline
4441,Town,no,no,no,no,Offline
4442,Village,yes,yes,yes,yes,Offline
4443,Town,no,no,no,yes,Online
4444,Village,no,no,yes,yes,Online
4445,Town,yes,no,no,yes,Online
4446,Town,no,no,no,yes,Offline
4447,Village,no,yes,no,no,Offline
4448,Town,yes,no,yes,yes,Online
4449,Town,no,yes,yes,no,Online
4450,Town,yes,no,no,yes,Offline
4451,Village,yes,yes,yes,no,Offline
4452,Town,no,no,no,no,Offline
4453,Town,no,yes,yes,no,Offline
4454,Village,no,yes,yes,yes,Offline
4455,Town,yes,yes,yes,no,Offline
4456,Town,yes,no,yes,yes,Online
4457,Village,yes,yes,no,yes,Offline
4458,Town,yes,yes,yes,no,Offline
4459,Village,no,yes,no,yes,Online
4460,Town,yes,no,no,yes,Online
4461,Village,yes,no,yes,no,Online
4462,Village,yes,yes,yes,no,Offline
4463,Town,yes,yes,yes,no,Online
4464,Town,yes,yes,no,no,Online
4465,Village,yes,yes,yes,yes,Online
4466,Village,yes,no,no,no,Offline
4467,Village,yes,no,yes,no,Offline
4468,Village,yes,yes,yes,yes,Offline
4469,Village,no,yes,no,no,Offline
4470,Town,yes,no,no,no,Online
4471,Village,yes,no,yes,yes,Offline
4472,Village,no,no,no,no,Offline
4473,Village,no,no,yes,no,Offline
4474,Village,no,yes,yes,yes,Online
4475,Village,yes,yes,yes,no,Offline
4476,Town,no,no,yes,yes,Offline
4477,Town,no,no,no,no,Online
4478,Town,yes,no,no,no,Offline
4479,Town,yes,yes,no,no,Offline
4480,Village,no,yes,no,yes,Offline
4481,Village,yes,yes,no,yes,Offline
4482,Town,yes,yes,no,yes,Online
4483,Town,no,no,yes,yes,Offline
4484,Village,yes,no,yes,yes,Offline
4485,Town,yes,yes,yes,no,Offline
4486,Town,yes,no,no,yes,Offline
4487,Town,yes,yes,no,no,Offline
4488,Town,yes,no,yes,yes,Offline
4489,Town,yes,no,no,yes,Online
4490,Town,yes,no,yes,no,Online
4491,Village,yes,yes,no,no,Online
4492,Village,yes,yes,yes,yes,Online
4493,Town,yes,yes,no,no,Offline
4494,Village,yes,yes,yes,yes,Online
4495,Town,yes,yes,no,no,Offline
4496,Town,no,yes,no,yes,Offline
4497,Town,yes,no,yes,yes,Online
4498,Town,no,no,no,no,Offline
4499,Town,no,no,no,yes,Online
4500,Town,no,no,yes,yes,Offline
4501,Town,no,no,no,yes,Offline
4502,Village,yes,no,yes,no,Offline
4503,Town,no,no,yes,yes,Offline
4504,Town,no,no,no,yes,Online
4505,Village,yes,no,yes,no,Online
4506,Village,no,no,yes,no,Offline
4507,Village,yes,no,no,yes,Online
4508,Town,no,no,no,no,Offline
4509,Village,no,no,no,yes,Online
4510,Village,yes,no,no,yes,Offline
4511,Village,yes,no,no,yes,Online
4512,Town,yes,no,yes,no,Offline
4513,Village,yes,yes,no,no,Online
4514,Village,yes,yes,no,no,Offline
4515,Village,no,no,yes,no,Online
4516,Town,no,no,no,yes,Online
4517,Village,no,yes,yes,no,Offline
4518,Town,no,yes,no,no,Online
4519,Village,yes,no,no,no,Offline
4520,Town,yes,yes,yes,yes,Offline
4521,Village,yes,no,no,yes,Offline
4522,Town,yes,yes,no,yes,Offline
4523,Village,no,yes,no,yes,Online
4524,Village,no,no,yes,yes,Offline
4525,Village,no,no,yes,yes,Online
4526,Town,no,yes,no,yes,Online
4527,Town,no,no,no,no,Online
4528,Town,yes,yes,yes,yes,Offline
4529,Village,no,no,yes,yes,Online
4530,Village,no,no,no,no,Offline
4531,Town,no,yes,yes,yes,Offline
4532,Village,no,yes,no,yes,Online
4533,Town,yes,no,yes,yes,Online
4534,Village,no,yes,yes,yes,Online
4535,Town,yes,yes,no,no,Offline
4536,Village,yes,no,yes,no,Offline
4537,Village,yes,yes,yes,yes,Online
4538,Town,yes,yes,no,no,Online
4539,Village,no,no,yes,yes,Offline
4540,Village,yes,yes,yes,no,Online
4541,Town,no,yes,no,yes,Online
4542,Town,no,yes,yes,yes,Online
4543,Town,yes,yes,no,no,Online
4544,Village,no,yes,no,yes,Online
4545,Village,no,no,no,yes,Online
4546,Village,no,yes,no,yes,Online
4547,Town,yes,yes,no,no,Online
4548,Village,no,yes,no,no,Offline
4549,Village,no,yes,no,yes,Offline
4550,Town,no,yes,no,yes,Online
4551,Town,no,no,yes,no,Offline
4552,Village,yes,no,no,no,Online
4553,Town,yes,yes,yes,no,Online
4554,Town,no,yes,no,no,Offline
4555,Town,yes,yes,no,no,Online
4556,Village,yes,yes,no,no,Online
4557,Village,yes,yes,yes,yes,Offline
4558,Village,yes,yes,yes,yes,Offline
4559,Town,no,no,no,yes,Offline
4560,Town,no,no,no,no,Offline
4561,Town,no,no,no,no,Online
4562,Village,no,yes,no,yes,Online
4563,Town,yes,no,yes,yes,Offline
4564,Town,yes,no,yes,yes,Online
4565,Village,no,yes,no,no,Offline
4566,Village,yes,yes,yes,yes,Offline
4567,Village,no,no,yes,yes,Offline
4568,Town,yes,no,no,no,Offline
4569,Village,yes,no,yes,yes,Offline
4570,Town,yes,yes,yes,yes,Online
4571,Town,no,yes,no,yes,Offline
4572,Town,yes,no,no,no,Online
4573,Town,no,yes,yes,no,Offline
4574,Village,no,no,yes,yes,Offline
4575,Village,no,yes,yes,no,Online
4576,Town,no,yes,yes,yes,Offline
4577,Town,yes,yes,yes,yes,Online
4578,Town,no,no,no,yes,Online
4579,Village,no,no,yes,yes,Online
4580,Village,yes,no,yes,no,Online
4581,Town,no,yes,no,no,Online
4582,Town,no,no,no,no,Offline
4583,Village,no,no,yes,yes,Online
4584,Town,yes,no,yes,no,Offline
4585,Village,yes,yes,no,yes,Offline
4586,Town,yes,yes,no,no,Offline
4587,Town,no,no,yes,yes,Offline
4588,Town,yes,no,no,no,Offline
4589,Village,no,no,no,no,Offline
4590,Town,no,yes,yes,no,Online
4591,Village,yes,yes,no,no,Online
4592,Town,no,no,yes,yes,Offline
4593,Town,yes,yes,no,yes,Online
4594,Town,yes,no,yes,yes,Online
4595,Town,no,no,no,no,Offline
4596,Village,yes,yes,yes,yes,Offline
4597,Town,yes,yes,yes,yes,Offline
4598,Town,no,yes,yes,no,Offline
4599,Village,yes,no,no,yes,Offline
4600,Village,no,yes,no,yes,Online
4601,Village,no,no,yes,yes,Online
4602,Village,no,no,yes,yes,Offline
4603,Village,no,yes,yes,yes,Offline
4604,Town,yes,no,yes,no,Offline
4605,Town,no,yes,yes,no,Online
4606,Town,yes,no,no,no,Offline
4607,Town,yes,yes,no,no,Offline
4608,Village,no,no,yes,no,Offline
4609,Village,yes,no,yes,no,Online
4610,Village,no,yes,no,no,Online
4611,Town,yes,no,yes,no,Online
4612,Village,no,yes,yes,yes,Offline
4613,Town,yes,no,no,no,Offline
4614,Village,no,yes,yes,no,Online
4615,Village,yes,no,no,yes,Online
4616,Village,no,no,no,yes,Offline
4617,Town,no,yes,no,yes,Offline
4618,Village,yes,no,no,yes,Online
4619,Village,yes,yes,yes,no,Offline
4620,Village,yes,no,no,yes,Offline
4621,Town,no,yes,yes,yes,Online
4622,Village,no,no,no,yes,Offline
4623,Town,no,no,no,no,Offline
4624,Village,yes,yes,no,no,Online
4625,Village,yes,no,no,no,Offline
4626,Village,no,yes,no,no,Online
4627,Town,yes,no,no,no,Offline
4628,Village,yes,no,no,no,Online
4629,Town,yes,yes,no,yes,Offline
4630,Village,yes,no,yes,no,Online
4631,Village,no,yes,no,no,Offline
4632,Town,yes,no,yes,no,Offline
4633,Town,no,yes,no,no,Online
4634,Town,no,no,yes,no,Offline
4635,Village,yes,no,yes,no,Online
4636,Village,yes,yes,yes,yes,Online
4637,Village,no,yes,no,no,Online
4638,Village,yes,yes,yes,yes,Offline
4639,Town,yes,yes,no,no,Online
4640,Village,yes,yes,yes,no,Online
4641,Town,no,no,no,no,Offline
4642,Village,yes,no,no,yes,Online
4643,Village,no,yes,no,no,Online
4644,Village,no,no,yes,yes,Online
4645,Village,no,yes,no,yes,Online
4646,Village,no,yes,yes,no,Online
4647,Town,no,no,no,no,Offline
4648,Town,yes,yes,no,no,Offline
4649,Town,no,yes,no,yes,Offline
4650,Village,no,no,yes,yes,Offline
4651,Town,yes,no,yes,yes,Offline
4652,Village,yes,no,yes,yes,Online
4653,Village,no,no,yes,no,Online
4654,Town,yes,no,yes,yes,Online
4655,Town,no,no,yes,no,Offline
4656,Town,no,no,no,no,Online
4657,Village,yes,yes,no,no,Offline
4658,Town,no,yes,yes,no,Online
4659,Village,yes,yes,yes,yes,Offline
4660,Town,no,no,no,yes,Offline
4661,Town,no,yes,no,yes,Online
4662,Village,no,no,yes,yes,Online
4663,Village,no,yes,no,no,Online
4664,Town,no,yes,no,no,Offline
4665,Town,no,yes,yes,yes,Offline
4666,Village,no,no,yes,yes,Online
4667,Town,yes,yes,no,no,Online
4668,Village,no,yes,no,yes,Online
4669,Village,yes,no,no,no,Offline
4670,Town,yes,no,no,no,Online
4671,Town,yes,no,yes,no,Online
4672,Town,no,no,yes,no,Offline
4673,Town,yes,yes,yes,yes,Online
4674,Town,yes,yes,yes,yes,Online
4675,Town,no,yes,yes,yes,Offline
4676,Town,yes,no,yes,yes,Offline
4677,Village,no,yes,no,no,Offline
4678,Town,no,no,yes,yes,Online
4679,Town,no,no,no,yes,Online
4680,Village,no,no,yes,yes,Offline
4681,Town,no,no,no,no,Offline
4682,Town,no,no,no,no,Online
4683,Village,yes,yes,yes,yes,Offline
4684,Town,no,yes,no,yes,Online
4685,Town,yes,no,no,yes,Online
4686,Village,yes,yes,yes,yes,Offline
4687,Town,no,no,yes,yes,Online
4688,Village,yes,yes,yes,yes,Online
4689,Village,yes,yes,no,yes,Online
4690,Town,yes,yes,yes,yes,Online
4691,Village,yes,no,no,yes,Offline
4692,Village,no,no,no,no,Offline
4693,Town,yes,yes,no,no,Online
4694,Town,no,yes,yes,no,Online
4695,Town,yes,yes,yes,yes,Online
4696,Village,yes,no,yes,yes,Online
4697,Town,no,yes,no,no,Offline
4698,Village,no,yes,yes,yes,Offline
4699,Town,no,no,no,no,Online
4700,Town,no,no,,no,Online
4701,Village,yes,yes,,yes,Offline
4702,Village,yes,yes,,no,Offline
4703,Town,yes,no,,yes,Online
4704,Town,yes,yes,,no,Online
4705,Village,no,no,,yes,Online
4706,Town,no,no,,no,Offline
4707,Village,no,yes,,no,Online
4708,Town,no,no,,no,Offline
4709,Village,no,yes,,yes,Offline
4710,Village,yes,no,,no,Offline
4711,Town,yes,yes,,yes,Online
4712,Town,yes,yes,,no,Online
4713,Town,yes,yes,,no,Online
4714,Village,yes,yes,,yes,Offline
4715,Village,no,yes,,no,Online
4716,Town,no,yes,,no,Offline
4717,Town,yes,no,,no,Offline
4718,Town,no,no,,yes,Online
4719,Town,yes,yes,,no,Offline
4720,Town,no,no,,no,Offline
4721,Village,no,no,,yes,Online
4722,Town,yes,yes,,yes,Online
4723,Town,yes,yes,,no,Online
4724,Village,no,no,,yes,Online
4725,Village,no,yes,,no,Offline
4726,Village,yes,yes,,yes,Offline
4727,Town,no,yes,,no,Online
4728,Village,no,no,,no,Offline
4729,Town,yes,yes,,no,Offline
4730,Town,yes,no,,no,Offline
4731,Town,yes,no,,no,Online
4732,Village,yes,yes,,yes,Offline
4733,Town,no,yes,,yes,Online
4734,Town,yes,no,,no,Offline
4735,Village,no,no,,yes,Offline
4736,Town,no,yes,,no,Online
4737,Village,no,yes,,yes,Offline
4738,Village,no,yes,,yes,Online
4739,Village,no,yes,,no,Offline
4740,Town,no,no,,no,Online
4741,Village,yes,no,,no,Online
4742,Town,no,no,,yes,Offline
4743,Town,no,yes,,no,Offline
4744,Village,no,no,,yes,Offline
4745,Village,no,no,,yes,Offline
4746,Village,yes,no,,yes,Offline
4747,Village,no,no,,no,Offline
4748,Town,no,yes,,no,Offline
4749,Town,yes,no,,yes,Offline
4750,Town,no,no,,no,Offline
4751,Town,no,no,,no,Online
4752,Village,no,no,,yes,Online
4753,Town,yes,no,,yes,Online
4754,Town,no,yes,,yes,Online
4755,Village,yes,yes,,no,Online
4756,Village,no,no,,no,Online
4757,Village,no,no,,no,Online
4758,Village,yes,yes,,no,Offline
4759,Town,no,no,,no,Offline
4760,Town,yes,no,,yes,Offline
4761,Town,yes,no,,no,Online
4762,Town,yes,yes,,no,Online
4763,Village,no,yes,,yes,Offline
4764,Village,no,yes,,yes,Online
4765,Town,yes,yes,,yes,Offline
4766,Village,yes,yes,,no,Online
4767,Town,no,yes,,no,Online
4768,Village,yes,no,,yes,Offline
4769,Town,yes,yes,,yes,Online
4770,Town,no,no,,yes,Offline
4771,Village,yes,yes,,yes,Offline
4772,Town,yes,yes,,no,Offline
4773,Village,yes,no,,yes,Online
4774,Village,no,yes,,yes,Offline
4775,Village,yes,no,,no,Online
4776,Town,yes,no,,no,Offline
4777,Village,yes,no,,yes,Offline
4778,Village,yes,no,,no,Offline
4779,Town,yes,yes,,no,Offline
4780,Village,yes,no,,no,Online
4781,Town,no,yes,,no,Online
4782,Village,yes,yes,,yes,Offline
4783,Village,no,no,,no,Online
4784,Village,yes,yes,,yes,Offline
4785,Village,no,no,,yes,Offline
4786,Village,no,no,,no,Online
4787,Village,yes,yes,,no,Online
4788,Village,yes,yes,,no,Online
4789,Village,yes,no,,yes,Online
4790,Town,no,no,,yes,Online
4791,Town,no,no,,no,Online
4792,Village,yes,no,,yes,Online
4793,Town,yes,no,,yes,Online
4794,Town,no,yes,,yes,Online
4795,Village,no,yes,,no,Online
4796,Village,no,yes,,yes,Offline
4797,Village,no,no,,no,Online
4798,Village,no,no,,no,Offline
4799,Village,yes,yes,,no,Online
4800,Village,,no,,no,Online
4801,Village,,yes,,yes,Online
4802,Town,,no,,yes,Offline
4803,Town,,yes,,no,Online
4804,Town,,no,,no,Online
4805,Town,,yes,,yes,Online
4806,Village,,yes,,no,Online
4807,Village,,no,,yes,Online
4808,Village,,yes,,yes,Offline
4809,Village,,no,,no,Online
4810,Town,,no,,no,Offline
4811,Village,,yes,,yes,Offline
4812,Village,,yes,,no,Offline
4813,Village,,yes,,no,Offline
4814,Town,,yes,,no,Offline
4815,Village,,yes,,yes,Online
4816,Town,,yes,,yes,Online
4817,Village,,no,,no,Online
4818,Town,,no,,yes,Offline
4819,Town,,no,,yes,Offline
4820,Village,,no,,yes,Offline
4821,Village,,yes,,no,Online
4822,Village,,no,,no,Offline
4823,Village,,yes,,no,Offline
4824,Village,,yes,,yes,Online
4825,Town,,yes,,no,Offline
4826,Village,,no,,no,Online
4827,Town,,no,,yes,Offline
4828,Village,,no,,yes,Online
4829,Town,,no,,no,Offline
4830,Village,,yes,,no,Online
4831,Village,,yes,,yes,Online
4832,Town,,yes,,no,Offline
4833,Town,,yes,,yes,Offline
4834,Village,,yes,,yes,Online
4835,Town,,yes,,no,Online
4836,Town,,no,,no,Online
4837,Town,,yes,,yes,Offline
4838,Town,,yes,,yes,Offline
4839,Village,,no,,no,Offline
4840,Village,,no,,no,Offline
4841,Town,,no,,yes,Online
4842,Village,,no,,yes,Online
4843,Town,,no,,yes,Offline
4844,Village,,no,,no,Online
4845,Village,,no,,no,Offline
4846,Village,,yes,,no,Offline
4847,Village,,yes,,yes,Offline
4848,Village,,no,,no,Online
4849,Town,,yes,,no,Online
4850,Town,,yes,,no,Offline
4851,Village,,yes,,yes,Online
4852,Town,,no,,no,Offline
4853,Village,,no,,yes,Online
4854,Town,,no,,yes,Online
4855,Village,,yes,,no,Offline
4856,Town,,yes,,no,Offline
4857,Town,,no,,no,Online
4858,Village,,yes,,no,Online
4859,Village,,yes,,yes,Offline
4860,Village,,yes,,no,Offline
4861,Town,,yes,,yes,Online
4862,Village,,yes,,no,Offline
4863,Village,,yes,,yes,Online
4864,Village,,yes,,no,Online
4865,Village,,no,,yes,Offline
4866,Village,,no,,no,Offline
4867,Town,,no,,yes,Online
4868,Village,,no,,no,Offline
4869,Town,,yes,,no,Online
4870,Town,,yes,,no,Online
4871,Town,,yes,,yes,Online
4872,Village,,no,,yes,Offline
4873,Town,,no,,yes,Online
4874,Town,,no,,no,Online
4875,Town,,no,,no,Online
4876,Village,,yes,,yes,Offline
4877,Village,,no,,yes,Online
4878,Village,,yes,,no,Online
4879,Village,,no,,yes,Offline
4880,Village,,no,,yes,Offline
4881,Town,,yes,,yes,Online
4882,Village,,no,,no,Offline
4883,Village,,yes,,yes,Online
4884,Town,,yes,,no,Online
4885,Village,,no,,no,Offline
4886,Town,,yes,,yes,Offline
4887,Village,,no,,yes,Online
4888,Town,,yes,,no,Offline
4889,Town,,no,,yes,Online
4890,Village,,no,,yes,Offline
4891,Town,,yes,,no,Offline
4892,Village,,no,,no,Online
4893,Village,,no,,no,Online
4894,Village,,no,,yes,Online
4895,Village,,no,,no,Online
4896,Town,,no,,yes,Online
4897,Village,,no,,no,Online
4898,Village,,yes,,yes,Online
4899,Village,,no,,no,Offline
4900,Town,,,,yes,Offline
4901,Village,,,,,Online
4902,Village,,,,,Online
4903,Village,,,,,Offline
4904,Town,,,,,Online
4905,Town,,,,,Online
4906,Town,,,,,Offline
4907,Town,,,,,Online
4908,Village,,,,,Online
4909,Village,,,,,Online
4910,Village,,,,,Offline
4911,Town,,,,,Offline
4912,Town,,,,,Offline
4913,Town,,,,,Online
4914,Town,,,,,Offline
4915,Town,,,,,Online
4916,Town,,,,,Online
4917,Village,,,,,Online
4918,Village,,,,,Offline
4919,Town,,,,,Offline
4920,Village,,,,,Online
4921,Town,,,,,Online
4922,Town,,,,,Online
4923,Village,,,,,Offline
4924,Town,,,,,Offline
4925,Village,,,,,Online
4926,Town,,,,,Online
4927,Village,,,,,Online
4928,Village,,,,,Online
4929,Village,,,,,Online
4930,Village,,,,,Online
4931,Village,,,,,Offline
4932,Village,,,,,Online
4933,Village,,,,,Online
4934,Village,,,,,Online
4935,Village,,,,,Online
4936,Town,,,,,Online
4937,Town,,,,,Online
4938,Village,,,,,Offline
4939,Village,,,,,Offline
4940,Village,,,,,Offline
4941,Town,,,,,Online
4942,Town,,,,,Online
4943,Village,,,,,Online
4944,Village,,,,,Offline
4945,Village,,,,,Online
4946,Village,,,,,Online
4947,Town,,,,,Online
4948,Village,,,,,Offline
4949,Village,,,,,Online
4950,Town,,,,,Offline
4951,Village,,,,,Online
4952,Village,,,,,Offline
4953,Town,,,,,Offline
4954,Town,,,,,Offline
4955,Village,,,,,Online
4956,Village,,,,,Offline
4957,Village,,,,,Offline
4958,Village,,,,,Offline
4959,Town,,,,,Online
4960,Village,,,,,Online
4961,Town,,,,,Online
4962,Village,,,,,Offline
4963,Village,,,,,Online
4964,Town,,,,,Online
4965,Village,,,,,Online
4966,Town,,,,,Offline
4967,Town,,,,,Online
4968,Town,,,,,Offline
4969,Town,,,,,Online
4970,Town,,,,,Online
4971,Village,,,,,Online
4972,Village,,,,,Online
4973,Village,,,,,Online
4974,Town,,,,,Offline
4975,Town,,,,,Offline
4976,Village,,,,,Offline
4977,Village,,,,,Offline
4978,Village,,,,,Offline
4979,Town,,,,,Offline
4980,Village,,,,,Offline
4981,Town,,,,,Online
4982,Town,,,,,Online
4983,Town,,,,,Offline
4984,Town,,,,,Online
4985,Town,,,,,Online
4986,Village,,,,,Online
4987,Town,,,,,Online
4988,Village,,,,,Online
4989,Village,,,,,Offline
4990,Town,,,,,Offline
4991,Town,,,,,Online
4992,Village,,,,,Online
4993,Village,,,,,Offline
4994,Village,,,,,Offline
4995,Town,,,,,Offline
4996,Town,,,,,Offline
4997,Town,,,,,Offline
4998,Village,,,,,Offline
4999,Town,,,,,Online
